"Monday March 27 2006","3 : 00 4 : 30 pm","210 Illini Union","The Job Search Consult","This workshop discuss consult job search strategi grad student It inform begin organ job search strategi effect research organ find help resourc"
"Monday October 14 2013","5 : 30 pm","2405 SC","Indeed Code Duel",""
"Wednesday October 16 2013","10 : 00","Atrium","Enova Coffe Booth",""
"Wednesday October 16 2013","6 : 00 pm","2405 Siebel Center","Meet Jump Trade","Meet Jump Trade A pioneer industri continu leader space Discov skill fit algorithm trade Learn employ knowledg comput scienc build algorithm trade platform Pizza Papa Del The deadlin appli ECS Simplic 10 1"
"Wednesday October 16 2013","6 : 00 pm","2405 SC","Enova Tech Talk",""
"Thursday October 17 2013","9 : 00","Second Floor Atrium Siebel Center","Sheldon Jacobson INFORMS Fellow Recept","Join recept celebr Professor Sheldon Jacobson elect Fellow Institut Operat Research Manag Scienc ( INFORMS )"
"Thursday October 17 2013","6 : 00 pm","2405 SC","Enova Hackathon",""
"Friday October 18 2013","1 : 00 pm","2405 SC","Jane Macfarlan HERE busi unit Nokia","Connect Car : Where Doe Augment Realiti Fit Vehicl Futur The concept autonom semi autonom drive gain interest govern organ world While opportun dramat improv safeti road concern kind autom vehicl allow public road Media report present prototyp autonom vehicl give impress vehicl mainstream soon yet futur path vision determin This discuss focus current state connect car activ perspect augment realiti fit generat transport solut Bio : While Gener Motor Director Advanc Technolog Plan OnStar Her posit involv evalu creat technolog follow area : wireless communic ad hoc network mobil network design telephoni voic recognit text speech voic gateway web portal integr softwar architectur definit servic integr intellig algorithm custom valu definit Subsequ OnStar consult geospati industri clean energi industri As consult larg geograph map compani evalu full sourc map product process She develop propos DOE fund varieti clean technolog compani serv VP Process Manag lead edg lithium ion batteri compani Current Dr Macfarlan Head Research HERE lead team research focus geospati map locat base servic Among project specif activ associ analyz CanBus sensor data GPS data connect car eye provid driver real time safeti inform improv map inform contextu map navig decis make"
"Friday October 18 2013","1 : 00 pm","2405 Siebel Center","Jane Macfarlan Head Research HERE busi unit Nokia","Connect Car : Where Doe Augment Realiti Fit Vehicl Futur The concept autonom semi autonom drive gain interest govern organ world While opportun dramat improv safeti road concern kind autom vehicl allow public road Media report present prototyp autonom vehicl give impress vehicl mainstream soon yet futur path vision determin This discuss focus current state connect car activ perspect augment realiti fit generat transport solut Bio : While Gener Motor Director Advanc Technolog Plan OnStar Her posit involv evalu creat technolog follow area : wireless communic ad hoc network mobil network design telephoni voic recognit text speech voic gateway web portal integr softwar architectur definit servic integr intellig algorithm custom valu definit Subsequ OnStar consult geospati industri clean energi industri As consult larg geograph map compani evalu full sourc map product process She develop propos DOE fund varieti clean technolog compani serv VP Process Manag lead edg lithium ion batteri compani Current Dr Macfarlan Head Research HERE lead team research focus geospati map locat base servic Among project specif activ associ analyz CanBus sensor data GPS data connect car eye provid driver real time safeti inform improv map inform contextu map navig decis make"
"Monday October 21 2013","6 : 00 pm","2405 SC","Spot Trade Tech Talk",""
"Thursday October 24 2013","5 : 30 pm","I Hotel Confer Center","CS @ Illinoi Alumni Award","Pleas join recogn alumni faculti contribut field brought distinct depart univers THURSDAi OCTOBER 24 2013 | 5 : 30 PM I Hotel Confer Center 1900 S First Street Champaign Illinoi Cocktail Dinner Program | $ 50 person $ 400 tabl 8 2013 HONOREES Distinguish Alumni Achievement : Chris Lattner Sandra RankinDistinguish Alumni Educat : Dian Cook Milo Ercegovac Shan LuDistinguish Alumni Servic : Chan Brown Jed Taylor Also former CS Associat Depart Head Mehdi Harandi William Kubitz Denni Mickuna ; former CS Depart Academ Director H Georg Friedman Sam Kamin Steven LaValleC.W Gear Outstand Junior Faculti : Svetlana LazebnikDavid J Kuck Outstand Thesi : Joshua Hailpern ( PhD ) Shin Hwei Tan ( MS ) Make Most your Time Campus Spend time depart enjoy Homecom View schedul regist October 21 : go.cs.illinois.edu AlumniAward"
"Thursday October 24 2013","6 : 30 pm","2405 SC","Qualcomm Tech Talk",""
"Tuesday October 29 2013","3 : 00 pm","2405 Siebel Center","David Patterson : Myth MOOCs Softwar Engineer Educat","Bio : David Patterson Parde Professor Comput Scienc Univers California Berkeley join graduat UCLA 1977 Dave research style identifi critic question IT industri gather inter disciplinari group faculti graduat student answer The answer typic embodi demonstr system demonstr system later mirror commerci product In addit research impact project train leader field The best known project Reduc Instruction Set Comput ( RISC ) Redund Array Inexpens Disk ( RAID ) Network Workstat ( NOW ) help lead billion dollar industri A measur success project list award won Patterson teammat : C & C Prize IEEE von Neumann Medal IEEE Johnson Storag Award SIGMOD Test Time award ACM IEEE Eckert Mauch Award Katayanagi Prize He elect AAAS societi Nation Academi Engineer Nation Academi Scienc Silicon Valley Engineer Hall Fame Fellow Comput Histori Museum The full list includ 35 award research teach servic In spare time coauthor six book two John Hennessi Presid Stanford Univers Patterson serv Chair Comput Scienc Divis UC Berkeley Chair Comput Research Associat Presid ACM Abstract : This talk explain confluenc cloud comput Massiv Open Online Cours ( MOOCs ) allow great improv effect reach UC Berkeley undergradu softwar engin cours The part talk motiv Industri long stand complaint academia ignor vital softwar topic leav student unprepar graduat Tradit approach softwar develop support tool student readili appropri project scope match colleg cours Henc instructor tradit lectur softwar engin topic student continu build softwar way practic releg softwar engin project cours This sad stabl state affair frustrat instructor bore student disappoint industri Happili cloud comput shift softwar industri softwar servic led high product tool techniqu better match classroom earlier softwar develop method That futur softwar revolution chang way make easier teach UC Berkeley’ revis Softwar Engineer cours leverag product allow student enhanc legaci applic develop new app match requir non technic custom By experienc softwar life cycl repeat singl colleg cours student actual skill industri long encourag learn appreci The cours reward faculti popular student prais industri The second part talk experi MOOCs teach Softwar Engineer While media spotlight MOOCs continu unab recent opinion piec express grave concern role ( Will MOOCs Destroy Academia Mosh Vardi CACM 55 ( 11 ) Nov 2012 ) I tri bust MOOC myth present provoc anecdot evid appropri MOOC technolog improv campus pedagogi increas student throughput rais cours qualiti reinvigor faculti teach I'll explain role MOOCs enabl half dozen univers replic build work Small Privat Online Cours ( SPOCs ) EdX electron textbook I conclud 21st centuri textbook prove hybrid SPOCs Ebook"
"Tuesday October 29 2013","6 : 30 pm","2405 SC","Union Pacif Tech Talk","This talk focus 10 thing know Eclipse.Ther option Code Kata end Pleas bring laptop partcip"
"Friday Novemb 01 2013","1 : 00 pm","2405 SC","Manish Gupta “ Deriv Insight Data : A Peek Research Challeng Industri Vertic ”","CS @ ILLINOIS Engineer In Resid Speaker : Manish Gupta VP Director Xerox Research Center IndiaWhen : Friday Novemb 1 1 1 : 30 pm – Informal talk & lunch 1 : 30 2 : 30 pm – Tech Talk 2 : 30 pm – Follow discuss “ Deriv Insight Data : A Peek Research Challeng Industri Vertic ” We enter era usher dramat chang industri exploit data With prolifer data sensor ubiquit increas digit data non electron form opportun complet transform way world run We present exampl opportun Financi Healthcar Educat Infrastructur domain We describ uniqu challeng scale heterogen growth market India requir differ approach solv problem Dive deeper healthcar industri present preliminari work show applic remot sens data analyt measur bodi vital temperatur heart rate diagnos diseas breast cancer atrial fibril ( form cardiac arrhythmia ) futur As patient ’ medic histori get captur electron health record system promis appli real time predict analyt ( base accur model diagnosi treatment various diseas util latest medic literatur ) assist doctor practic person evid base medicin We describ outstand challeng data privaci machin learn heterogen form data financi incent design believ address enabl transform impact Bio:Dr Manish Gupta Vice Presid Xerox Corpor Director Xerox Research Centr India Previous Manish serv Manag Director Technolog Divis Goldman Sach India held various leadership posit IBM Director IBM Research India Chief Technologist IBM India South Asia From 2001 2006 serv Senior Manag IBM T.J Watson Research Center yorktown Height New york led team develop system softwar Blue Gene L supercomput IBM award Nation Medal Technolog Innovat invent Blue Gene US Presid Barack Obama 2009 Manish earn B.Tech Comput Scienc IIT Delhi 1987 M.S Ohio State Univers 1988 Ph.D Univers Illinoi Urbana Champaign 1992 He co author 75 paper 5,000 citat Googl Scholar ( h index 41 ) area high perform comput compil virtual machin optim grant 15 US patent While IBM Manish receiv Outstand Innovat Award two Outstand Technic Achievement Award Lou Gerstner Team Award Client Excellenc Manish ACM Fellow"
"Friday Novemb 01 2013","3 : 30 pm","4405 SC","Dr Rahul Mangharam Close loop Cyber Physic System Model","Abstract : Cyber Physic System generat embed system tight integr comput communic control “ messi ” plant I describ recent effort model schedul control close loop Cyber Physic System domain medic devic energi effici build In medic devic : design bug free safe softwar challeng especi complex implant devic control actuat organ respons fulli understood Safeti recal pacemak implant cardiovert defibril 1990 2000 affect 600,000 devic Of 200,000 41 % due softwar issu continu increas frequenc There current formal methodolog open experiment platform test verifi correct oper medic devic softwar close loop context patient I describ effort develop foundat formal model synthesi develop verifi medic devic softwar system verifi close loop model pacemak heart In build : heat cool air qualiti control system oper independ frequent result tempor correl energi demand surg As peak power price 200 400 time nomin rate uncoordin activ expens oper ineffici While approach load shift model predict control propos present altern approach fine grain coordin energi demand schedul energi consum control system constrain peak power ensur custom climat environ facilit By incorpor dynam plant schedul scheme develop new class schedul CPS call Green Schedul With tool integr model control energi effici build enabl transfer control algorithm simul build systemat manner Bio : Rahul Mangharam Stephen J Angello Chair Assistant Professor Dept Electric & System Engineer Dept Comput & Informat Scienc Univers Pennsylvania He direct Real Time Embed System Lab Penn His interest real time schedul algorithm network embed system applic automot system medic devic industri control network He receiv Ph.D Electric & Comput Engineer Carnegi Mellon Univers receiv MS BS 2007 2002 2000 respect He work ASIC chip design FORE System ( 1999 ) Gigabit Ethernet Apple Comput Inc ( 2000 ) In 2002 member technic staff Ultra Wide Band Wireless Group Intel Lab He intern scholar Wireless System Group IMEC Belgium 2003 Rahul receiv 2013 NSF CAREER Award 2012 Intel Ear Faculti Career Award select Nation Academi Engineer 2012 US Frontier Engineer"
"Thursday Novemb 07 2013","7 : 00 pm","2405 SC","Goldman Sach Tech Talk","2014 Goldman Sach StRATS inform session Goldman Sach ’ Strat busi unit world leader employ quantit analyt solv complex problem client firm We invit attend inform session find quantit role Warm Regard Goldman Sach Recruit"
"Saturday Novemb 09 2013","5 : 00 pm","Siebel Center","Facebook Hackathon","Midwest Region Hackathon night free food prize trip Facebook HQ hack final facebook.com midwesthackathon"
"Tuesday Novemb 19 2013","7 : 00 pm","2405 SC","Microsoft Xbox Event",""
"Wednesday Novemb 20 2013","6 : 00 pm","2405 SC","Sandia Nation Lab Tech Talk",""
"Thursday Novemb 21 2013","5 : 30 pm","2405 SC","Optimiz Tech Talk",""
"Monday Novemb 25 2013","2 : 30 pm","4405 Siebel Center","Lixia Zhang : Evolv Internet Futur Name Data Network","Abstract : While Internet exceed expect success stretch initi design assumpt Sinc applic oper term data end point mobil increas difficult ineffici satisfi IP’s requir determin exact ( IP address ) find desir data The Name Data Network project ( NDN ) aim carri Internet futur conceptu simpl transform architectur shift today focus address host data user applic care By name data locat NDN transform data class entiti enabl direct secur data data contain radic scalabl communic mechan multicast deliveri network storag Bio : Lixia Zhang professor Comput Scienc Depart UCLA She receiv Ph.D comput scienc MIT member research staff Xerox PARC join UCLA In past serv vice chair ACM SIGCOMM member editori board IEEE ACM Transact Network member Internet Architectur Board co chair Rout Research Group IRTF She fellow ACM IEEE recipi 2009 IEEE Internet Award hold UCLA Jon Postel Chair comput scienc"
"Wednesday Decemb 04 2013","6 : 00 pm","2405 SC","PivotRis Tech Talk",""
"Monday Decemb 09 2013","4 : 00 pm","2405 SC","Dr Tandi Warnow Supertre The Tree Life Divid Conquer Algorithm","Abstract : Phylogenet tree repres evolutionari histori set speci ( gene ) import biolog research Larg scale phylogenet estim ( taxa smaller number full genom ) present wide rang Big Data issu data heterogen miss data hard optim problem challeng In lab develop number new algorithm approach handl larg dataset novel divid conquer strategi co estim align estim tree align estim speci tree multipl gene tree taxon identif metagenom data Some method strong statist guarante show empir advantag exist method Final I discuss empir challeng analyz real biolog dataset Bio : Tandi Warnow David Bruton Jr Centenni Professor Comput Scienc Univers Texa Austin Her research combin mathemat comput scienc statist develop improv model algorithm reconstruct complex larg scale evolutionari histori biolog histor linguist Tandi receiv PhD Mathemat UC Berkeley direct Gene Lawler did postdoctor train Simon Tavar Michael Waterman USC Her award NSF young Investig Award ( 1994 ) David Lucil Packard Foundat Award ( 1996 ) Radcliff Institut Fellowship ( 2006 ) Guggenheim Fellowship ( 2011 ) She serv Chair BDMA Studi Section NIH ( 2010 2012 ) lead program director BIG DATA NSF ( 2012 2013 )"
"Tuesday Januari 21 2014","5 : 30 pm","2405 Siebel Center","Citadel LLC",""
"Tuesday Januari 28 2014","9 : 00","Siebel Center Atrium","Bloomberg Corpor Day",""
"Tuesday Januari 28 2014","5 : 30 pm","2405 Siebel Center","Bloomberg Tech Talk",""
"Tuesday Februari 04 2014","6 : 30 pm","1404 SC","Googl Tech Talk",""
"Wednesday Februari 12 2014","6 : 00 pm","2405 SC","Jump Trade Tech Talk",""
"Thursday Februari 13 2014","11 : 00","First Floor Atrium","IMC Financi Market Coffe Booth",""
"Thursday Februari 13 2014","6 : 00 pm","1404 Siebel Center","Facebook Tech Talk",""
"Friday Februari 14 2014","4 : 00 pm","2405 SC","Think B1G Startup Showcas",""
"Monday Februari 17 2014","4 : 00 7 : 00 pm","1st 2nd floor Atrium Siebel Center","TCC Spring After Hour 2014",""
"Thursday Februari 20 2014","6 : 00 pm","2405 Siebel Center","LinkedIn Tech Talk",""
"Thursday Februari 20 2014","8 : 00 pm","2405 Siebel Center","yelp Tech Talk",""
"Wednesday Februari 26 2014","6 : 00 pm","2405 SC","Akuna Capitol",""
"Thursday Februari 27 2014","5 : 30 pm","2405 Siebel Center","Twitter Tech Talk","Speaker Background:Sanjeev Kulkarni Sanjeev Kulkarni senior softwar engin work nextgener stream technolog requir grow real timene Twitter Befor Twitter VP Engineer atLocomatix Inc oversaw build Locomatix engin high perform real time stream engin user couldaccess SQL.Siddharth TanejaSid senior engin work generat streamingsolut fit Twitter grow requir Befor Twitterh work PacketDesign design network protocols.Topic:Twitt real time real time convers real timetrend real time search real time content dissemin Twitterha invest massiv data pipelin collect aggreg process larg volum data real time At heart thepipelin Twitter Storm real time stream process engine.In talk give overview real time analyt discuss thetwitt real time data pipelin Storm extractinganalyt We discuss challeng face lessonsw learn build infrastructur Twitter"
"Monday March 03 2014","10 : 00","2405 Siebel Center","Purnamrita Sarkar : Link Predict : Theori Practic","Abstract : For varieti network base applic import predict futur interact pair entiti In talk I discuss comput effici algorithm theoret guarante nearest neighbor search larg graph context link predict I theoret insight use popular link predict heurist If time permit I discuss recent work statist aspect cluster network Bio : Purnamrita Sarkar current postdoctor scholar UC Berkeley joint Depart Electric Engineer Comput Scienc Depart Statist She receiv Bachelor degre 2004 Comput Scienc Engineer depart Indian Institut Technolog Kharagpur master PhD degre Machin Learn Depart Carnegi Mellon Univers 2010"
"Thursday March 06 2014","10 : 00","2405 Siebel Center","Dafna Shahaf : The Aha Moment : From Data Insight","Abstract : The amount data world increas incred rate Larg scale data potenti transform aspect world scienc busi ; potenti realiz turn data insight In talk I describ two effort address problem comput : The project Metro Map Informat aim help peopl understand under structur complex topic news stori research area Metro Map structur summari help understand inform landscap connect dot piec inform uncov big pictur The second project propos framework automat discoveri insight connect data In particular focus identifi gap medic knowledg : system recommend direct research novel promis I formul problem mathemat effici scalabl method solv User studi real world dataset demonstr method help user acquir insight effici multipl domain Bio : Dafna Shahaf postdoctor fellow Stanford Univers She receiv Ph.D Carnegi Mellon Univers ; prior earn M.S Univers Illinoi Urbana Champaign B.Sc Tel Aviv univers Dafna research focus help peopl make sens massiv amount data She won best research paper award KDD 2010 Microsoft Research Fellowship Siebel Scholarship Magic Grant innov idea"
"Monday March 10 2014","10 : 00","2405 Siebel Center","Karthik Sridharan : Online Learn : From Theori Algorithm Applicat","Abstract : In recent year onlin learn ( sequenti predict ) receiv attent produc fast simpl learn algorithm enjoy robust chang adversari data sourc Howev despit extens exist literatur onlin learn theoret understand framework lack Most exist analys case case lack general theori methodolog design onlin learn algorithm problem hand The goal talk present new general theori onlin learn parallel result statist learn theori Next build general theori I generic recip deriv onlin learn algorithm Final shall tool techniqu present design effici learn algorithm interest problem onlin collabor filter node classif social network Bio : Karthik Sridharan current Postdoctor research scholar Univers Pennsylvania He obtain PhD Toyota Technolog Institut Chicago He work area machin learn optim statist The main focus work mathemat analysi design learn algorithm onlin statist learn problem explor connect optim learn"
"Monday March 10 2014","11 : 30","3405 SC","Halliburton Tech Talk",""
"Thursday March 13 2014","11 : 00","2405 Siebel Center","Barna Saha : Perfect Imperfect : Reason real Data Probabilist Len","Abstract : Over decad quantiti digit data skyrocket qualiti data remain perfect Use autom tool fallibl human data collect integr complex storag unreli channel data process communic contribut low qualiti data Sinc poor data qualiti serious consequ result data analys import verac fourth V Big Data increas recogn The potenti Big Data realiz know detect deal ( possibl ) repair noisi erron data Howev sheer volum veloc varieti ( three ʽVʼs ) Big Data pose uniqu challeng algorithm design deal data qualiti problem In half talk concentr develop scalabl algorithm ( near linear time ) repair semi structur data XML popular data interchang storag While signific portion Web data XML larg fraction erron major sourc error mismatch open close tag This problem repair XML data lead broad class problem call Languag Edit Distanc Problemʼʼ : given string σ alphabet Σ grammar G defin Σ comput minimum number repair insert delet substitut requir map σ valid member G The languag edit distanc problem signific general wide string edit distanc problem applic data qualiti compil optim natur languag process biolog scienc The second half talk explor use analyt done noisi data repair possibl Rank fundament oper aris differ context person recommend system Nevertheless presenc nois data make basic oper complic We unifi framework effici rank uncertain data In work probabilist method random play crucial role model data develop algorithm Bio : Barna Saha Senior Member Technic Staff Research AT & T Shannon Lab join complet Ph.D Univers Maryland Colleg Park 2011 work Samir Khuller Her research interest span algorithm design analysi discret optim foundat aspect databas data manag She receiv Dean Dissert Fellowship Award excel dissert research She recipi best paper award Veri Larg Data Base Confer ( VLDB 09 ) work uncertain rank Her work design scalabl algorithm data qualiti problem finalist best paper award IEEE Internat Confer Data Engineer ( ICDE 12 )"
"Monday March 17 2014","10 : 00","2405 Siebel Center","Richard Socher : Recurs Deep Learn Model Composit Mean Languag","Abstract : Great progress made natur languag process thank differ algorithm specif applic Most learn algorithm forc languag simplifi represent bag word fix size window requir human design featur I introduc three model base recurs neural network learn linguist plausibl represent languag These method joint learn composit featur grammat sentenc structur pars phrase level sentiment predict They repres visual mean sentenc find imag base queri sentenc describ imag complex descript singl object name Besid state art perform model captur interest phenomena languag composit For instanc peopl easili phrase eat spaghetti spoon specifi way eat eat spaghetti pesto specifi dish I show model solv preposit attach problem thank distribut represent In sentiment analysi new tensor base recurs model learn differ type high level negat chang mean longer phrase posit word They learn contrast conjunct sentiment phrase follow usual domin Bio : Richard Socher PhD student Stanford work Chris Man Andrew Ng His research interest machin learn NLP vision He interest develop new deep learn model learn use featur captur composit structur multipl modal perform differ task He award 2011 yahoo Key Scientif Challeng Award Distinguish Applicat Paper Award ICML 2011 Microsoft Research PhD Fellowship 2012 2013 Magic Grant Brown Institut Media Innovat"
"Thursday March 20 2014","5 : 30 pm","Cru Food Wine Bar West Villag 3699 McKinney Avenu Suit 107 Dalla Texa","Engineer Illinoi Dalla Recept","you guest invit joinEngin Illinoi recept Dalla Connect fellow Engineer Illinoi alumni friend even Dalla Learn latest news Colleg Engineer catch old friend meet new one Registr includ beverag hor d’oeuvr Pleas RSVP Friday March 14 $ 20 person"
"Wednesday March 26 2014","11 : 00","3403 Siebel Center","The Infrastructur Behind Google’ Cloud ( especi network )","Abstract Cloud comput offer promis lower cost comput storag easier oper model higher reliabl featur feasibl smaller scale I describ Googl build Cloud infrastructur support perform avail novel featur particular emphasi network technolog Bio Jeff Mogul work fast cheap reliabl flexibl network infrastructur Googl Until 2013 Fellow HP Lab research primarili comput network oper system issu enterpris cloud comput system ; previous work DEC Compaq Western Research Lab He receiv PhD Stanford 1986 MS Stanford 1980 SB MIT 1979 He ACM Fellow Jeff author co author Internet Standard ; contribut extens HTTP 1.1 specif He chair co chair varieti confer workshop SIGCOMM OSDI NSDI USENIX HotOS ANCS you find partial list public http : research.google.com pub JeffreyMogul.html"
"Monday March 31 2014","10 : 00","2405 Siebel Center","Jonathan Huang","Titl : Data Driven Student Feedback For MOOCs : Global Scale Educat 21st centuri Abstract : In recent year increas number student turn onlin resourc massiv open onlin cours ( MOOCs ) learn But onlin cours give teacher coverag student teacher ratio ten thousand With ratio student longer type feedback understand material.Codeweb system I develop address problem scalabl provid student feedback onlin program intens cours Codeweb analyz massiv code corpora histor student submiss use instant use detail student feedback ten thousand student cours By reli statist approach qualiti feedback increas system see data feedback automat tailor assign I present novel data driven techniqu discov share part multipl student submiss problem complic fact way accomplish function code Throughout I demonstr result Coursera Machin Learn cours receiv 1 million code submiss run.Fin I highlight emerg issu scalabl sustain educ issu requir insight comput scientist discuss specif problem domain futur research program address Bio : Jonathan Huang NSF Comput Innovat ( CI ) postdoctor fellow geometr comput group Stanford Univers He complet Ph.D 2011 School Comput Scienc Carnegi Mellon Univers receiv Master degre 2008 He receiv B.S degre Mathemat Stanford Univers 2005 His research interest lie primarili statist machin learn reason combinatori structur data applic analyz real world educ data His research result number public premier machin learn confer journal receiv paper award NIPS 2007 work appli group theoret Fourier analysi probabilist reason permut His webpag : www.stanford.edu ~ jhuang11"
"Thursday April 03 2014","12 : 00 4 : 30 pm","1404 Siebel Center","10th Anniversari Celebr Siebel Center : A Convers Thoma Siebel","Join full festiv activ Event All Afternoon : Pick commemor 50 10 t shirtFirst Floor Atrium Siebel Center Noon 1 : 00 pm : 10th Anniversari Siebel Center Special Present : A Convers Tom Siebel Host CS Depart Head Rob A Rutenbar1404 Siebel Center 1 : 00 2 : 30 pm : 10th Anniversari Siebel Center ReceptionFirst Floor Atrium Siebel Center 2 : 30 3 : 30 pm:Investitur William D Gropp Thoma M Siebel Chair Comput Science1404 Siebel Center 3 : 30 4 : 30 pm:Investitur ReceptionFirst Floor Atrium Siebel Center"
"Thursday April 03 2014","2 : 30 pm","1404 SC","Investitur Ceremoni honor William Gropp Thoma M Siebel Chair Comput Scienc","Attend investitur ceremoni ( 2 : 30 pm 3 : 30 pm 1404 SC ) recept ( 3 4pm First Floor Atrium ) honor William Gropp Thoma M Siebel Chair Comput Scienc Detail time ( s ) chang We updat calendar need"
"Monday April 07 2014","10 : 00","2405 Siebel Center","Jian Peng : Unravel Mechan Chaperon Mediat Protein Fold","Abstract : Chaperon special protein aid fold unfold assembl disassembl protein Chaperon reli larg divers set co chaperon regul specif function How co chaperon regul protein fold chaperon independ biolog function larg unknown In talk I present novel experiment comput approach studi chaperon co chaperon client interact network systemat way We delin relationship Hsp70 Hsp90 chaperon system uncov novel co chaperon client establish surpris distinct network protein protein interact co chaperon Our result provid rich resourc explor network chang context develop diseas Final I discuss case studi previous unresolv puzzl Hsp90 molecular chaperon regul fold protein kinas possibl import drug target cancer therapi Using comput graphic model robust spars regress method identifi strike associ bind specif structur motif includ deepli buri hydrophob residu kinas core region Comput guid mutagenesi valid role motif bind suggest Hsp90 recogn intermedi kinas conform sens thermost kinas core region We anticip new result advanc understand role Hsp90 cancer drug develop Biographi : Jian Peng postdoctor research Depart Mathemat Comput Scienc Artifici Intellig Lab Massachusett Institut Technolog Work Bonni Berger Jian develop comput statist approach analyz massiv dataset genom system biolog molecular biolog Jian obtain PhD comput scienc Toyota Technolog Institut Chicago 2013 His doctor research statist infer protein structur predict His predict program RaptorX rank top recent communiti wide protein structur predict competit ( CASP ) Jian receiv Microsoft PhD Research Fellowship 2010 young Investig Award Confer Retrovirus Opportunist Infection 2011"
"Monday April 07 2014","4 : 30 pm","2405 SC","eBay Tech Talk",""
"Thursday April 10 2014","10 : 00","2405 SC","Mark Schmidt : Opene Optimiz Black Box Larg Scale Machin Learn","Titl : Opene Optimiz Black Box Larg Scale Machin Learn Abstract : The way solv optim problem machin learn chang Data set grow tremend rate model increas complex non smooth object function common This particular true structur predict problem analyz object sequenc imag graph ( tradit machin learn method support vector machin focus singl class label ) Unfortun tradit black box optim techniqu increas cope challeng My research focus open black box develop method take advantag structur present machin learn optim problem This simpl idea lead enorm reduct comput extrem case polynomi time algorithm develop context black box algorithm provabl requir exponenti time In talk I present ( ) work inexact proxim gradient method optim complex non smooth sparsiti induc regular ( ii ) work project quasi Newton method optim cost object function simpl constraint ( iii ) work polynomi time stochast gradient method optim number data point enorm The larg gain achiev method make practic analyz signific larger data set allow fit complic model These type advanc proven use wide varieti applic machin learn work broader implic problem structur tend aris data driven scienc engin applic Biographi : Mark Schmidt work Natur Languag Laboratori Simon Fraser Univers From 2011 2013 work École normal supérieur Pari inexact stochast convex optim method He finish M.Sc 2005 Univers Alberta work part Brain Tumor Analysi Project Ph.D 2010 Univers British Columbia work graphic model structur learn L1 regular He work Siemen Medic Solut heart motion abnorm detect Michael Friedland Scientif Comput Laboratori Univers British Columbia semi stochast optim method"
"Monday April 14 2014","12 : 00 pm","2405 SC","Origami Engineer Workshop","For inform : http : paulino.cee.illinois.edu origami2014 htmlThis event fund Civil Environment Engineer Depart Comput Scienc Engineer ( CSE ) Program Univers Illinoi Urbana Champaign This workshop held part investig thrust explor potenti research direct Origami Engineering.Th goal workshop recruit expert art scienc engin discuss potenti applic origami real world engin applic The workshop consist brief lectur senior particip encourag discuss interact futur collaboration.Not : Befor workshop origami art exhibit held Peoria Riverfront Museum ( 90 mile away ) The exhibit entitl Fold Paper : Infinit Possibl Origami interest workshop attende For inform view:Peoria Riverfront Museum WebsiteArt Artist Websit"
"Thursday April 17 2014","10 : 00","2405 Siebel Center","Sivan Sabato : Learn Lower Informat Cost","Abstract : In talk I consid learn lower inform cost focus linear regress Linear regress wide method predict forecast widespread use field natur scienc economi medicin I show improv inform cost linear regress two set First I present new estim algorithm standard supervis regress set This effici estim enjoy minimax optim sampl complex log factor general heavi tail distribut The techniqu general appli larger class smooth strong convex loss Second I consid challeng crowdsourc label task usual requir expert show achiev linear regress combin featur multi select approach Base joint work Daniel Hsu Adam Kalai Bio : Sivan Sabato post doctor research Microsoft Research New England Her main research interest statist machin learn theori applic Sivan receiv M.Sc Comput Scienc Technion PhD comput scienc Hebrew Univers Jerusalem She alumna Adam Fellowship Program outstand PhD student award honor Wolf Prize outstand M.Sc thesi Googl Anita Borg Scholarship Intel Excellenc Award"
"Thursday April 17 2014","5 : 00 pm","2405 SC","John Deer Tech Talk",""
"Monday April 21 2014","10 : 00","2405 Siebel Center","Stefano Ermon",""
"Monday April 21 2014","5 : 30 pm","2405 SC","3Red Trade Tech Talk",""
"Thursday April 24 2014","10 : 00","2405 Siebel Center","Julian McAuley",""
"Thursday April 24 2014","5 : 30 pm","1404 Siebel Center","Spring 2014 Celebr Excellenc","Pleas join Thursday April 24th honor outstand accomplish comput scienc student faculti Scholarship fellowship nation award winner recogn honor night Regist attend ( http : go.cs.illinois.edu SpringAwards2014 )"
"Wednesday April 30 2014","3 : 00 pm","Auditorium NCSA Build 1205 W Clark St Urbana IL","Serial Innovat : How Individu Creat Deliv Breakthrough Innovat Matur Firm","Bruce Vojak Univers Illinoi Associat Dean Engineer give talk book Serial Innovat : How Individu Creat Deliv Breakthrough Innovat Matur Firm The book zero cut edg thinker repeat creat deliv breakthrough innov new product larg matur organ These employe organiz powerhous solv consum problem substanti contribut financi valu firm In pioneer studi author Abbie Griffin Raymond L Price Bruce A Vojak detail serial innov develop novel product rang salt free season improv electron compani Alberto Culver Hewlett Packard Procter & Gambl Base interview 50 serial innov larger pool co worker manag human resourc team author reveal key insight better understand emul enabl support manag uniqu import individu long term corpor success Interest book find serial innov instrument case firm awar clear market demand scenario compani take risk new invest creat consum For 25 year research innov taken perspect new product develop manag ( complex ) process firm While high structur close supervis approach help creat increment innov book find conduc creat breakthrough innov The text argu drive routin innov gone ; fact limit matur firm abil creat breakthrough innov In today economi futur larg firm line book clarion call busi rethink nurtur thrive innov workforce.Th talk follow poster session NCSA’s undergradu intern present project Refresh serv"
