"Friday, March 03, 2017",11:00 am,"NCSA Auditorium, 1205 W. Clark Street, Urbana",DESIGN DIALOGUES SPEAKERS SERIES; NCSA COLLOQUIA SERIES - Relocating Innovation:  Places and Practices of Future Making,"Lucy Suchman holds a Chair in the Anthropology of Science and Technology at Lancaster University and was Principal Scientist at Xerox’s Palo Alto Research Center, where she spent twenty years and was manager of the Work Practice and Technology research group. Her books, Human-Machine Reconfigurations (2007) and Plans and Situated Actions: The Problem of Human-Machine Communication (1987), both published by Cambridge University Press, provide intellectual foundations for the field of human-computer interaction (HCI) and artificial intelligence. In 2002 she received the Benjamin Franklin Medal in Computer and Cognitive Sciences and the 2010 ACM SIGCHI Lifetime Research Award."
"Friday, March 03, 2017",12:00 - 1:00 pm,"Davenport Hall 109A (607 S Mathews Ave, Urbana)",CEAPS Brown Bag - Future at the periphery: Young adult urban-to-rural migration in South Korea,
"Friday, March 03, 2017",12:00 pm,Charles G. Miller Auditorium (B102 CLSL),"Biochemistry Seminar: Dr. Kimberly Mowry (Brown University), ""RNA transport in the cytoplasm:  How to get there from here""",
"Friday, March 03, 2017",12:00 pm,119 David Kinley Hall,Politics Workshop: Yoshiko Herrera (University of Wisconsin),
"Friday, March 03, 2017",1:00 pm,"Espresso Royale, 1117 W. Oregon, Urbana",Turkish Conversation Table,Interesting in learning more about Turkish culture and language? Come to the Turkish Table! All levels are welcome. 
"Friday, March 03, 2017",1:30 pm,819 Psychology,Developmental Brown Bag--Yi Lin--UIUC,Project 1: Linking verbs to syntax: Statistical learning alters 'verb bias' in preschoolers and adults    Project 2: 21-month-old infants can rapidly learn the meaning of 'four'
"Friday, March 03, 2017",2:00 pm,"Lucy Ellis Lounge, 1080 FLB",Professor Mark Payne (University of Chicago),
"Friday, March 03, 2017",2:00 - 3:00 pm,2050 Foreign Languages Building,Chinese Table,"Chinese Table is open to students who are learning Chinese at all levels as well as Chinese native speakers who are interested in participating in the conversation. The group meets every Friday during the Fall Semester, except Spring Break Week (March 20-24). The final meeting for the semester will be on Friday, April 28."
"Friday, March 03, 2017",3:00 - 4:00 pm,Room 229 CAB,Graduate Student Panel on Professionalization,A panel discussion intended for Geography graduate students and faculty.
"Friday, March 03, 2017",5:00 - 6:00 pm,"Basement, Illini Union (near Einstein Brothers Bagels)",Korean Conversation Table,"Korean Conversation Table will meet every Friday during Spring Semester, except Spring Break week, March 20-24."
"Sunday, March 05, 2017",All Day,"I Hotel and Conference Center 1900 S 1st St, Champaign, IL 61820","The Program in Jewish Culture and Society at the U of I presents a Symposium: ""A Film of Her Own: Women in Israeli Cinema""","Sunday, March 5 (Lincoln Room)  3:00 pm Welcome Reception 4:00 pm Introductions:  Jean-Philippe Mathy (UIUC) Director of School of Literatures, Cultures & Linguistics Rachel S. Harris (UIUC) Symposium Chair  4:15 pm Smadar Zamir (Filmmaker/ Ben Gurion University) ""Women's Filmmaking in Israel"" 5:00 pm Screening: Dimona Twist 6:30 pm Buffet Dinner 7:30 pm Keynote: Michal Aviad (Filmmaker/ Tel Aviv University) ""A Testimony of Her Own"" 8:45 pm Dessert   Monday, March 6 (Loyalty Room) 9:00 am Recent Women Directors/ Features - Angela Williams (UIUC)  Shiri Goren (Yale) ""Humor as Resistance: Female Friendship and Gender (dis)Integration in Talya Lavie's ""Zero Motivation"" (2014)"" Yael Munk (Open University, Israel) ""Keren Yedaya's Demystification of the Domestic Sphere"" Yaron Schemer (UNC Chapel Hill) ""Ronit Elkabetz: The Defiant Voice of a Mizrahi Woman in Israeli Cinema""  10:30 am Coffee Break 11:00 am Women's Documentary Filmmaking - Dara Goldman  Margaret Stetz (University of Delaware) ""'Where Are the Women?' They're Next Door: Michal Aviad's Filmmaking and the Lens of Cynthia Enloe's 'Feminist Curioisty'"" Phyllis Lassner (Northwestern) ""Pioneering Feminist Israeli Documentary Film"" Adia Mendelsohn Maoz (Open University Israel) ""Dina Zvi Riklis, Ronit Matalon and the Female Autobiography""  12:30 pm Lunch 2:00 pm Filmmaking as a Feminist Act - Eugene Avrutin (UIUC)  Orly Lubin (Tel Aviv University) ""Can the Female Gaze Solve the Conflict in the Middle East?"" Israela Shaer-Meoded (Tel Aviv University) ""Unknown Cinema: On Early Women's Cinema in Israel (1969-1983)"" Smadar Zamir (Ben Gurion) ""Feminist Activism and the Film Forum""  3:30 pm Coffee Break   4:00-5:30 pm Women Filmmakers as Activists - Eric Calderwood (UIUC)  Rini Bhattacharya Mehta (UIUC) ""Feminist Filmmakers and Feminist Agendas: Rape and Sexual Abuse Documentaries"" Valeria Seigelshifter (Bar-Illan) ""Filming the Unspeakable: Sexuality in the Films of Israeli Orthodox Women Filmmakers"" Sara Feldman (UIUC) ""Imagining the Religious Woman""    Tuesday, March 7 (Loyalty Room) 9:30 am Historiography and Feminist Scholarship - Brett Kaplan (UIUC)  Boaz Hagin (Tel Aviv University) ""Mother Earth and the Satellites: Margot Klausner and the Reanimation of Women's Voices"" Rachel S. Harris (UIUC) ""The problems of Auteur Theory in Lia and The Saga of a Photo"" Esther Fuchs (University of Arizona) ""Feminist Scholarship and Filmmaking""    11:30 am Concluding Remarks and Future Directions  A Conversation led by Orly Lubin     For information or to RSVP for meals: (217)-333-7978, Jewishculture@illinois.edu"
"Sunday, March 05, 2017",2:00 pm,"Spurlock Museum, 600 South Gregory, Urbana",Curator-led tours of Medieval Irish Masterpieces in Modern Reproduction,Exhibit curator Professor Charles D. Wright will lead public tours of this special exhibit. Contact Kim Sheahan at ksheahan@illinois.edu to reserve your attendance. The group size is limited.  
"Sunday, March 05, 2017",2:00 - 3:00 pm,"Spurlock Museum, 600 S. Gregory, Urbana, IL",Curator-led Tour of Medieval Irish Masterpieces in Modern Reproduction,Exhibit curator Professor Charles Wright will lead public tours of this special exhibit. Contact Kim Sheahan at ksheahan@illinois.edu to reserve your attendance. The group size is limited.  
"Sunday, March 05, 2017",3:00 - 8:30 pm,I Hotel and Conference Center,""" A Film of Her Own: Women's Voices in Israeli Cinema""","This is a conference starting at 3:00 pm on March 5th, going until about 8:30. 3/6- Monday, starts at 9:00 a.m. and ends about 6:00 p.m. 3/7- Tuesday, starts at 9:30 a.m. and ends about noon. Please RSVP is you plan on attending! srwilkin@illinois.edu"
"Sunday, March 05, 2017",3:00 pm,"Knight Auditorium, Spurlock Museum, 600 S. Gregory St., Urbana","Archaeological Institute of America Lecture Series –  Susan Alt, Indiana University: “The Religious Provocations of a Native American Civilization:  Evidence from Emerald Shrine Center""","Bio: Dr. Susan Alt is an archaeologist studying Mississippian societies with a particular focus on the central Mississippi and lower Ohio valleys. Her research is centered on the reconstruction of the histories of past peoples and places, utilizing social theory to understand those histories. She says she is fascinated by the relationships between material culture, and social process, and how “as archaeologists we can best ‘read’ patterns in the material world as representative of real people, their experiences and sensibilities.” Her goal is “to understand how societies transform themselves, both intentionally and unintentionally, via processes involving gender, ritual, memory, traditions, identity formation and hybridity.”  "
"Sunday, March 05, 2017",3:00 pm,"Knight Auditorium, Spurlock Museum",Associate Professor Susan Alt (Indiana University),"""The Religious Provocations of a Native American Civilization: Evidence from Emerald Shrine Center"""
"Monday, March 06, 2017",All Day,TBA,Prospective Graduate Student Recruitment Symposium,
"Monday, March 06, 2017",12:00 - 1:00 pm,"School of Information Sciences 126 (501 E. Daniel Street, Champaign)",From Silkworms to Textiles: Japan’s Historical Silk Production Demonstrated with Manual Machinery,"CEAPS Events Calendar: From Silkworms to Textiles: Japan’s Historical Silk Production Demonstrated with Manual MachineryRaw silk production forms an important part of modern Japanese history. After a brief introduction by Professor Tim Liao of the significance of Japanese raw silk production in the world economy, Esther Peregrine demonstrates the use of three antique manual machines, two Japanese and one Indian (very similar to the Japanese counterpart used at the time), a deflossser (kebatoriki), a reeler (zakuri), and a spinning wheel (charka). She will also bring in some live silkworms to showcase the entire silk production process. The event is hosted by the Center for East Asian & Pacific Studies and pizza will be provided for the event.  "
"Monday, March 06, 2017",12:00 pm,404 David Kinley Hall,"Student-Faculty Seminar: Aviad Rubin ""The Israeli Elections 2015: The Emergence of Jewish Skepticism and Arab Faith""",
"Monday, March 06, 2017",12:00 pm,819 Psychology,SPO Brown Bag--Kathryn Clancy--UIUC,"""Adolescent life history transitions: The role of family and friends"""
"Monday, March 06, 2017",12:00 pm,"Charles G. Miller Auditorium, B102 CLSL","Cell &  Developmental Biology Seminar:   Dr. Ebru Erbay, Bilkent University, Department of Molecular Biology and Genetics, ""Endoplasmic reticulum in health and disease""",
"Monday, March 06, 2017",12:30 - 1:30 pm,Room 3014 Foreign Languages Building,RLST (Religious Studies) Coffee Hour,
"Monday, March 06, 2017",3:30 - 5:00 pm,7 DKH,The Effect of Pension Income on Elderly Earnings: Evidence from Social Security,The Effect of Pension Income on Elderly Earnings: Evidence from Social Security
"Monday, March 06, 2017",4:00 pm,116 RAL,"Prof. John A. Porco Jr., Boston University, title ""Recent Studies Towards the Synthesis of Bioactive Natural Products""",
"Monday, March 06, 2017",4:00 - 5:00 pm,"Lucy Ellis Lounge, 1080 Foreign Languages Building (1st floor), 707 S. Mathews Ave., Urbana","Linguistics Seminar Series: Kailen Shantz, Graduate Student in Linguistics- ""In good time: an ERP investigation the time course of native and non-native lexical access""","Abstract: Grammatical gender poses a vexing challenge for adult learners of a second language (L2). Even at high levels of proficiency, late L2 learners experience persistent difficulty using grammatical gender online, both in oral production and in comprehension. Recent work suggests that this difficulty may at least partly reflect inaccurate mapping between representations for grammatical gender and for nouns (Hopp, 2013, 2016; Lemhöfer et al., 2014). A number of studies reporting deficits in online performance, however, also report ceiling performance in offline gender assignment tasks aimed at assessing knowledge of critical nouns used for their online tasks (e.g. Foucart & Frenck-Mestre, 2011, 2012; Grüter et al., 2012). This suggests that, even when the gender of a noun is known, processing difficulties may nonetheless obtain. In this talk, I will examine whether these difficulties might reflect delayed retrieval of grammatical gender information. I will discuss data from a set of experiments that compare the time course with which native and non-native speakers of German retrieve information about the grammatical gender of nouns. Both electrophysiological and behavioral results show that late L2 learners of German are not delayed in their retrieval of grammatical gender during lexical access for highly familiar nouns. Findings further indicate that, despite the lack of a delay, the time course of lexical feature retrieval may nonetheless differ for L2 versus L1 speakers. Overall, these findings suggest that the online use of grammatical gender in an L2 may not be constrained by delays in the retrieval of grammatical gender."
"Monday, March 06, 2017",4:00 pm,"Lucy Ellis Lounge, 1080FLB",Linguistics Seminar: Kailen Shantz on 'In good time: an ERP investigation of the time course of native and non-native lexical access',"In good time: an ERP investigation the time course of native and non-native lexical access   Grammatical gender poses a vexing challenge for adult learners of a second language (L2). Even at high levels of proficiency, late L2 learners experience persistent difficulty using grammatical gender online, both in oral production and in comprehension. Recent work suggests that this difficulty may at least partly reflect inaccurate mapping between representations for grammatical gender and for nouns (Hopp, 2013, 2016; Lemhöfer et al., 2014). A number of studies reporting deficits in online performance, however, also report ceiling performance in offline gender assignment tasks aimed at assessing knowledge of critical nouns used for their online tasks (e.g. Foucart & Frenck-Mestre, 2011, 2012; Grüter et al., 2012). This suggests that, even when the gender of a noun is known, processing difficulties may nonetheless obtain.   In this talk, I will examine whether these difficulties might reflect delayed retrieval of grammatical gender information. I will discuss data from a set of experiments that compare the time course with which native and non-native speakers of German retrieve information about the grammatical gender of nouns. Both electrophysiological and behavioral results show that late L2 learners of German are not delayed in their retrieval of grammatical gender during lexical access for highly familiar nouns. Findings further indicate that, despite the lack of a delay, the time course of lexical feature retrieval may nonetheless differ for L2 versus L1 speakers. Overall, these findings suggest that the online use of grammatical gender in an L2 may not be constrained by delays in the retrieval of grammatical gender. "
"Tuesday, March 07, 2017",All Day,"Foreign Languages Building 1080 - Lucy Ellis Lounge (707 S Mathews Ave, Urbana)",UIUC - Osaka City University Exchange Symposium,
"Tuesday, March 07, 2017",All Day,"AACC, 1210 W Nevada, Urbana",Unbroken Glass:  Addressing Mental Health in South Asian Community,"On March 7th at 12PM The AACC will be hosting the filmmaker of ""Unbroken Glass""- Dinesh Sabu as part of our Tuesday Food for Thought lunch series. And a screening of the film from 5-7PM on the same day.  ""Twenty years after the death of his parents, filmmaker Dinesh Sabu begins a journey to finally piece together their story. Uncovering a silenced family history of mental illness, Dinesh confronts the legacy of having a schizophrenic mother who died by suicide, the reality of growing up an orphaned immigrant, and the trauma of these events. Can he reconcile these truths all while living in the specter of mental illness?"""
"Tuesday, March 07, 2017",12:00 - 1:00 pm,"AACC, 1210 W Nevada",Unbroken Glass: Addressing Mental Health in South Asian Community,Food for Thought Presentation (1of 2 events)
"Tuesday, March 07, 2017",12:00 pm,"200 International Studies Building – 910 S Fifth St, Champaign",CLACS Lecture Series. Empoderamiento de las mujeres cubanas. Logros e incertidumbres en el actual proceso de reorganización económica.,
"Tuesday, March 07, 2017",2:00 pm,International Studies Building,Rodger Antunes - Earmarking Unconstitutionality and its impact on Housing Deficit: Evidence from São Paulo State,"Earmarking taxes is a common policy mechanism in Brazil. The Brazilian Federal Constitution of 1988 earmarks a large part of tax revenue to expenditures considered essential, such as education, public health and social security. This talk will be given in Portuguese"
"Tuesday, March 07, 2017",2:00 pm,"101 International Studies Building, 910 S. Fifth St., Champaign","Rodger Antunes, Department of Economics, Universidade de São Paulo: “Earmarking Unconstitutionality and its impact on Housing Deficit: Evidence from São Paulo State”",This talk will be given in Portuguese.
"Tuesday, March 07, 2017",2:00 pm,International Studies Building,Rodger Antunes - Earmarking Unconstitutionality and its impact on Housing Deficit: Evidence from São Paulo State,"Earmarking taxes is a common policy mechanism in Brazil. The Brazilian Federal Constitution of 1988 earmarks a large part of tax revenue to expenditures considered essential, such as education, public health and social security. http://lemann.illinois.edu/"
"Tuesday, March 07, 2017",3:30 pm,Eng 106B8,"Statistics Seminar - ""Bayesian inference for Gaussian graphical models beyond decomposable graphs,"" Kshitij Khare, University of Florida","Abstract: Bayesian inference for graphical models has received much attention in the literature in recent years. It is well known that when the graph G is decomposable, Bayesian inference is significantly more tractable than in the general non-decomposable setting. Penalized likelihood inference on the other hand has made tremendous gains in the past few years in terms of scalability and tractability. Bayesian inference, however, has not had the same level of success, though a scalable Bayesian approach has its respective strengths, especially in terms of quantifying uncertainty. To ad- dress this gap, we propose a scalable and flexible novel Bayesian approach for estimation and model selection in Gaussian undirected graphical models. We first develop a class of generalized G-Wishart distributions with multiple shape parameters for an arbitrary underlying graph. This class contains the G-Wishart distribution as a special case. We then introduce the class of Generalized Bartlett (GB) graphs, and derive an efficient Gibbs sampling algorithm to obtain posterior draws from generalized G-Wishart distributions corresponding to a GB graph. The class of Generalized Bartlett graphs contains the class of decomposable graphs as a special case, but is substantially larger than the class of decomposable graphs. We proceed to derive theoretical properties of the proposed Gibbs sampler. We then demonstrate that the proposed Gibbs sampler is scalable to significantly higher dimensional problems as compared to using an accept-reject or a Metropolis-Hasting algorithm. Finally, we show the efficacy of the proposed approach on simulated and real data. "
"Tuesday, March 07, 2017",4:00 pm,"Charles G. Miller Auditorium, B102 Chemical & Life Sciences Laboratory, 601 S. Goodwin Avenue, Urbana",Microbiology Student Seminar:  Elizabeth Rowland/Whitaker Lab,"Graduate Student Seminar Presentations: Elizabeth Rowland of Whitaker Lab -- ""Characterization of a viral resistant S. islandicus stain, ΔA1Δ6068: A tail of manipulation"""
"Tuesday, March 07, 2017",4:00 pm,116 Roger Adams Lab,"Mr. Chad Ungarean, UIUC, ""Catalytic Enantioselective Photochemical Transformations""",CHEM 535 Literature Seminar
"Tuesday, March 07, 2017",4:00 pm,"Greg Hall Room 100, 810 South Wright Street, Urbana",The UN in its 8th Decade: Constructing a Balance Sheet,"This talks will look at one of the key institutions in global governance, the UN. The talk presents four different considerations or ways to consider the success or failures of the UN, as well as the limitations of each approach."
"Tuesday, March 07, 2017",4:00 pm,"Gregory Hall, Room 100",The United Nations in its 8th Decade: Constructing a Balance Sheet,"This talks looks at one of the key institutions in global governance, the UN. The talk presents four different considerations or ways to consider the success or failures of the UN, as well as the limitations of each approach"
"Tuesday, March 07, 2017",4:00 pm,"Gregory Hall, Room 100",The United Nations in its 8th Decade: Constructing a Balance Sheet,"Abstract: This talk will look at one of the key institutions in global governance, the UN. The talk presents four different considerations or ways to consider the success or failures of the UN, as well as the limitations of each approach.   Speaker Bio: Paul F. Diehl is Associate Provost, Ashbel Smith Professor of Political Science, and Director of the Center for Teaching and Learning at the University of Texas-Dallas. Previously, He was Henning Larsen Professor of Political Science at UIUC. He served as President of the International Studies Association for the 2015-16 term. His areas of expertise include the causes of war, UN peacekeeping, and international law. "
"Tuesday, March 07, 2017",5:00 - 7:00 pm,"Asian American Cultural Center, 1210 W Nevada, Urbana",Unbroken Glass: Addressing Mental Health in South Asian Community,"Film Screening with Filmmaker, Dinesh Sabu (2 of 2 events)"
"Tuesday, March 07, 2017",7:30 pm,"Tryon Festival Theatre, Krannert Center for the Performing Arts (500 S. Goodwin Ave., Urbana)",Culture Talk: Barry Lopez + Deke Weaver,"This event is free, but tickets are required. Purchase tickets for this event.  National Book Award winner Barry Lopez is acclaimed for his passionate essays on ethics and ecology, but what defines his voice is a poetic narrative on humanity itself. Lopez paints a broad picture of our acknowledgment of, reciprocity with, and frequent dissociation from the land, water, and animals that sustain us. By blending notions of spirituality, intimacy, imagination, and art, Lopez has created a unique voice for exploring our next steps in environmental interdependence. In particular, his insights into the human/animal connection have informed the work of University of Illinois Art + Design professor Deke Weaver. Noted for The Unreliable Bestiary, his catalogue of captivating site-specific works which includes Elephant, Wolf, and Bear, Weaver has been inspired by Lopez's ability to balance myth and assumptions with biological facts to ""bring these beautiful, disparate details into focus, at the precise point where they come into contact with each other."" This talk will be moderated by Jane Desmond, co-founder and director of the International Forum for US Studies and professor of Anthropology and Gender and Women's Studies at Illinois. CultureTalk is a collaborative initiative of the Office of the Dean of the College of Fine + Applied Arts, the Center for Advanced Study, the Illinois Program for Research in the Humanities, and Krannert Center for the Performing Arts."
"Tuesday, March 07, 2017",7:30 pm,"Tryon Festival Theatre, Krannert Center for the Performing Arts (500 S. Goodwin Ave., Urbana)",Culture Talk: Barry Lopez + Deke Weaver,"This event is free, but tickets are required. Purchase tickets for this event.  National Book Award winner Barry Lopez is acclaimed for his passionate essays on ethics and ecology, but what defines his voice is a poetic narrative on humanity itself. Lopez paints a broad picture of our acknowledgment of, reciprocity with, and frequent dissociation from the land, water, and animals that sustain us. By blending notions of spirituality, intimacy, imagination, and art, Lopez has created a unique voice for exploring our next steps in environmental interdependence. In particular, his insights into the human/animal connection have informed the work of University of Illinois Art + Design professor Deke Weaver. Noted for The Unreliable Bestiary, his catalogue of captivating site-specific works which includes Elephant, Wolf, and Bear, Weaver has been inspired by Lopez's ability to balance myth and assumptions with biological facts to ""bring these beautiful, disparate details into focus, at the precise point where they come into contact with each other."" This talk will be moderated by Jane Desmond, co-founder and director of the International Forum for US Studies and professor of Anthropology and Gender and Women's Studies at Illinois. CultureTalk is a collaborative initiative of the Office of the Dean of the College of Fine + Applied Arts, the Center for Advanced Study, the Illinois Program for Research in the Humanities, and Krannert Center for the Performing Arts."
"Tuesday, March 07, 2017",7:30 pm,"Tryon Festival Theatre, Krannert Center for the Performing Arts, 500 S. Goodwin, Urbana",Barry Lopez + Deke Weaver,
"Wednesday, March 08, 2017",12:00 pm,"Charles G. Miller Auditorium, B102 CLSL","Cell &  Developmental Biology Seminar:   Dr. Craig Pikaard, Indiana University, Department of Biology & Department of Molecular & Cellular Biochemistry, ""Selective gene silencing""",
"Wednesday, March 08, 2017",12:00 - 1:30 pm,"K1(Basement), University YMCA, 1001 S. Wright St, Urbana","Radical Hope: Come Together, Work Together, Act Together","An information and action workshop, open to all. Listen to students, faculty, and staff talk about pressing issues—labor, race, immigration, and Islamophobia—affecting our campus and community in the era of Trump. Take action in breakout sessions. Speakers include:  Muhammad Yousuf, Students for Justice in Palestine Karen Olowu, Black United Front UI   Ricky Baldwin, SEIU Local 73 Gioconda Pérez, La Casa Cultural Latina Amal Mir, United Muslims and Minority Advocates UI Harriet Murav, Professor of Slavic Languages and Literatures "
"Wednesday, March 08, 2017",12:00 pm,"Room 101 International Studies Building; 910 S. Fifth Street; Champaign, IL 61820",CAS Brown Bag: The Legacy of the International Criminal Tribunal for Rwanda in the International Criminal Law Arena (ICTR),
"Wednesday, March 08, 2017",12:00 pm,"University YMCA, K1 Basement",Radical Hope: An Information and Action Workshop,"An information and action workshop, open to all. Listen to students, faculty, and staff talk about pressing issues—labor, race, immigration, and Islamophobia—affecting our campus and community in the era of Trump. Take action in breakout sessions. Vegetarian lunch provided"
"Wednesday, March 08, 2017",2:00 pm,B102 CLSL,"Prof. Troy van Voorhis, MIT, ""Electronic dynamics in complex environments: from electron transfer to singlet fission""",
"Wednesday, March 08, 2017",3:00 - 5:00 pm,305 A-1 Gregory Hall (DGS Conference Room),Graduate Studies Committee Mtg,
"Wednesday, March 08, 2017",4:00 - 6:00 pm,"Spurlock Museum of World Cultures. 600 S. Gregory St., Urbana, IL 61801",K-12 Professional Development Workshop Kayapó Film-Kayapó Song: Cultural Performance and Survival from the Amazon Rain Forest,"K-12 Professional Development Workshop Kayapó Film-Kayapó Song: Cultural Performance and Survival from the Amazon Rain Forest Kayapó videographers Krakrax Kayapó, Pati Kayapó, and Bepto Kayapó, along with singer/song writer Pykatire Kayapó and village leader Kaket Bepuneiti will be on the University of Illinois at Urbana-Champaign campus to screen their productions, perform songs, and discuss the current struggles for rain forest preservation and cultural survival in the Brazilian Amazon. Also accompanying them will be Rafael Galvão from Association for Protected Forests, a non-governmental organization dedicated to the protection and conservation of Kayapó Territories and defense of Indigenous Rights.  During this event, teachers will learn about the culturers and languages of indigenous groups in Brazil as well as about the connections between indigenous rights and ecological conservation efforts."
"Wednesday, March 08, 2017",4:00 pm,1064 Lincoln Hall,"Eugenio Refini, Johns Hopkins University - Taming the Philosopher: Vernacular Readings of Aristotle in Italy, 1300-1500",
"Wednesday, March 08, 2017",4:00 pm,"Room 1064, Lincoln Hall, 702 S. Wright St., Urbana","Eugenio Refini, Johns Hopkins University: ""Taming the Philosopher: Vernacular Readings of Aristotle in Italy, 1300-1500""","Bio: Eugenio Refini is assistant professor of Italian studies at Johns Hopkins University. He obtained his PhD from the Scuola Normale Superiore of Pisa (2010). He was research fellow at the University of Warwick (2010–2013), Ahmanson fellow at Villa I Tatti – The Harvard University Center of Italian Studies (2013–2014), as well as the recipient of visiting fellowships from the École Normale Supérieure in Paris, the University of Geneva, and the Harry Ransom Research Center at the University of Texas, Austin. His main research interests are Renaissance poetics, rhetoric, and drama; the Classical tradition; and the intersections of music and literature. His publications include a monograph on Alessandro Piccolomini and several articles and book chapters on Ludovico Ariosto, Torquato Tasso, Giovan Battista Della Porta, Latin Humanism and vernacular translation, the early modern reception of the ""sublime.”"
"Wednesday, March 08, 2017",4:00 pm,1064 Lincoln Hall,"Taming the Philosopher: Vernacular Readings of Aristotle in Italy, 1300-1500",
"Wednesday, March 08, 2017",5:00 - 6:00 pm,Room 3057 Lincoln Hall,New Major Requirements & Social Science Research Methods Certificate Info Session & Pizza,The Info Session introduces changes to requirements in the Sociology major effective in Fall 2017. It also introduces the Social Science Research Methods Certificate. The certificate in Social Science Research Methods is designed to create a preparatory track for undergraduate students aspiring to graduate school or a research career and enhances preparation for social science research.
"Wednesday, March 08, 2017",5:00 - 6:00 pm,La Casa Cultural Latina,Bate Papo-  The South of Brasil,
"Wednesday, March 08, 2017",5:00 - 7:00 pm,"La Casa Cultural Latina - 1203 W. Nevada St., Urbana, IL 61801",Bate Papo - The South of Brazil,
"Wednesday, March 08, 2017",5:00 pm,"1092 Lincoln Hall, 702 S. Wright, Urbana",Winter is Coming:  The Trump Regime & the American Press,
"Wednesday, March 08, 2017",5:30 - 6:30 pm,"Espresso Royale, 1117 W. Oregon St., Urbana, 5:30-6:30 pm",Italian Conversation Group,"Italian Conversation Group meets Wednesdays during spring semester, except for the Wednesday of spring break, March 20-24. All levels are welcome!"
"Wednesday, March 08, 2017",6:00 - 8:00 pm,"Lucy Ellis Lounge, 1080 FLB",LCTL Film Series: Wolof Movie Night (French with English subtitles),"Today is the last day of Satché's life. Mysteriously, he knows it although he is strong and healthy. He accepts that he will die, more astonished rather than fearful or sad. He walks through the streets of his home town Dakar where he perceives the past as if he was seeing it for the first time: his parent's house, his first love, childhood friends, wife and kids. He keeps hearing the same accusation over and over again: why did you not stay in the USA, the country where you had a future?"
"Wednesday, March 08, 2017",6:00 pm,IEI,IEI Potluck,
"Wednesday, March 08, 2017",7:00 pm,"Gregory Hall, Room 213","Graduate Students of French Cinclub Present: ""La Belle et la Bête"" (""Beauty and the Beast"", with English subtitles) (1946, 93 min.)","Jean Cocteau's adaptation of ""Beauty and the Beast"" (originally released in France as ""Le Belle et la bête"") stars Josette Day as Beauty and Jean Marais as the Beast.  When a merchant (Marcel André) is told that he must die for picking a rose from the Beast's garden, his courageous daughter (Day) offers to go back to the Beast in her father's place.  The Beast falls in love with her and proposes marriage on a nightly basis; she refuses, having pledged her troth to a handsome prince (also played by Marais). Eventually, however, she is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief."
"Tuesday, September 13, 2016",All Day,Spurlock Museum of World Cultures,Medieval Irish Masterpieces in Modern Reproduction Exhibition,"“Medieval Irish Masterpieces in Modern Reproduction” showcases two extraordinary University of Illinois collections of modern reproductions of medieval Irish art. The craft of metalworking is represented by two dozen superb electrotype facsimiles of jewelry and reliquaries such as the Tara Brooch and the Cross of Cong made by the firm of Dublin jeweler Edmond Johnson, originally for the 1893 Chicago World’s Fair. The art of the scribe is illustrated by ten limited-edition facsimiles of medieval Irish manuscripts such as the Leabhar Breac and the Book of Kells published by learned societies such as the Royal Irish Academy and commercial presses such as Urs Graf Verlag. Most of these reproductions were acquired by the University in and around 1916, the year of the Irish “Easter Rising” against British rule. They celebrated Irish culture as part of an Irish Foundation envisioned by Gertrude Schoepperle, a noted Celtic scholar in the English Department. This centenary exhibit and symposium places these reproductions in relation to their medieval originals and in the modern context of the “Gaelic Revival” and the construction, imagination, and study of Irish cultural heritage and national identity in Ireland and America."
"Tuesday, September 13, 2016",12:00 pm,"Spurlock Museum, 600 South Gregory, Urbana",Medieval Irish Masterpieces in Modern Reproduction,"In 1916, the UIUC Museum of European History acquired a remarkable set of high-quality reproductions of major monuments of early Irish metalwork art, including the Tara Brooch, Ardagh Chalice, the Cross of Cong, and the shrine of St. Lachtin's arm by the Dublin jeweler Edmond Johnson. In this exhibit, many pieces of this collection will be displayed alongside nineteenth- and twentieth-century facsimiles of illuminated Irish vernacular and Latin manuscripts on loan from the UIUC Library. Museum hours: Tues, 12-5; Wed-Fri, 9-5; Sat, 10-5; Sun, 12-4; closed Mondays."
"Friday, March 31, 2017",All Day,"ACES Library, 1101 S. Goodwin Urbana, IL  61801",Ninth Annual ILLS (Illinois Language and Linguistics Society) Conference,"ILLS is a general linguistics conference, primarily encouraging the submission of abstracts by graduate students. This year’s theme is “Language: Usage and Cognition.” ILLS9 will also feature a special session organized around the conference theme “Language: Usage and Mind."" Submissions related to this theme are especially encouraged, though submissions are not limited to this theme. Abstract Submissions To submit an abstract, please visit: http://linguistlist.org/easyabs/ILLS9 Submissions are limited to single-author abstract and one multi-author abstract, OR two multi-author abstracts. First and presenting authors must be graduate students. Abstracts should be maximum 500 words, with one extra page allowed for images,data, and/or references. Full references are not necessary; please use the (Author,Year) format. Abstracts should be submitted via EasyAbs on LinguistList.org in PDF format with NO IDENTIFYING INFORMATION of the presenter in the document.\  Submissions will close on Monday, Jan. 2, 2017.  Authors will be notified of abstract decisions in February, 2017.  For more details, please visit our website (http://ills.linguistics.illinois.edu/) or contact us at: ills-conference@illinois.edu. Notes: Registration is not yet open; it will open sometime in late February. The ILLS9 schedule will be available in March. The conference is free for all U of I students."
