"Monday, March 27, 2006",3:00 - 4:30 pm,210 Illini Union,The Job Search in Consulting,"This workshop will discuss consulting job search strategies for grad students. It will provide information about how to begin and organize the job search, what strategies are most effective, how to research organizations, and where to find other helpful resources."
"Tuesday, September 13, 2011",6:00 pm,2405 Siebel Center,Zynga Presentation,Free Food! Free Food! Free Food! We are actively seeking the best and brightest to join our team! Challenging work. Fun environment. Great opportunities. Please send resumes to mkraft@zynga.com
"Monday, September 19, 2011",4:00 pm,2405 Siebel Center,Communicating Computers vs. Computing Communiators: Crying Out For a New Theory,"Abstract: The theories of computing (Turing, ~1930s) and communication (Shannon, Hamming ~1940s) have had a profound impact of the development of the two fields and the resulting technologies have drastically altered our lives today. Part of the success of the two theories can be attributed to a clean separation of the computing elements from the communicating elements. Today, however, communication and computing are coming ever closer together, often leaving the human out of the loop. This merger is posing new challenges, definitional and algorithmic, to the theory of communication. In this talk I will describe some of the concrete challenges that we have looked at. I will also describe our attempts at modeling these problems and, in some cases, describe some preliminary solutions.    Bio: Madhu Sudan received his Bachelor’s degree from IIT Delhi in 1987 and his Ph.D. from UC Berkeley in 1992. From 1992-1997 he was a Research Staff Member at IBM’s Thomas J. Watson Research Center. In 1997 he joined the faculty at MIT, where among other roles he served as an Associate Director of MIT’s CSAIL from 2007-2009. In 2009, Madhu Sudan joined Microsoft Research at their New England Research Center as a Principal Researcher. He continues to be a Visiting Professor at MIT. Madhu Sudan’s research lies in the fields of computational complexity theory, algorithms and reliable communcation. He is best known for his works on probabilistic checking of proofs, and on the design of list-decoding algorithms for error-correcting codes. His current research interests include semantic communication and property testing. In 2002, Madhu Sudan was awarded the Nevanlinna Prize, for outstanding contributions to the mathematics of computer science, at the International Congress of Mathematicians in Beijing."
"Tuesday, September 20, 2011",5:30 pm,2405 Siebel Center,Riverbed: Acing The Technical Interview,"Behavioral interviewing – you’ve got that under control. Technical interviews – what are companies looking for?? Come learn how to handle different types of technical questions, and what the interviewers are REALLY looking for! Ken Sarno, Sr. Engineering Manager at Riverbed Technology, has interviewed literally hundreds of candidates and will share worthwhile tips from the interviewer’s perspective. Don’t miss it! Dinner from Papa Del’s PizzaGiveaways for all attendeesRaffle for a Great Prize "
"Wednesday, September 21, 2011",5:00 pm,2405 Siebel Center,Palantir Technologies Info Session,"Please join Ari Gesher, Senior Software engineer at Palantir Technologies, who will discuss how Palantir is revolutionizing the analysis of hard and important problems that face our workld today. View a live demo of our software, and learn how you can be a part of our mission. Food Catered by Papa Del's "
"Thursday, September 22, 2011",6:00 pm,2405 Siebel Center,EIR with Scott Rovegno,"Join CS@ILLINOIS for an Engineer in Residence presentation featuring Illinois alum Scott Rovegno and CS alums from the digital agency company Vodori.  As President of a fast-growing small business, Scott Rovegno is responsible for many things. He spends most of his energy building a winning Vodori team and ensuring happy, successful clients. With a strong background in business and technology, Scott moves between team leadership, solution delivery, and Vodori operations throughout a given day. Before starting Vodori, Scott was a developer, project manager, and client partner with Braun Consulting and Fair Isaac. Pizza and pop will be provided. Meet with Scott one-on-one to learn more about Vodori, technology entrepreneurship, and personal networking on September 23rd. RSVP for a time at http://go.cs.illinois.edu/ScottRovegnoOfficeHours."
"Tuesday, September 27, 2011",6:00 pm,2405 Siebel Center,Jump Trading Tech Talk,"Microseconds matter. Jump Trading is a globally-positioned financial technology firm that remains on the cutting edge of algorithmic trading. We pride ourselves on being an industry leader that quietly sets the standard for sophisticated trading strategies. We are not afraid of problems no one else has been able to solve.Learn more about Jump and our approaches to reducing latency in algorithmic trading on Tuesday, September 27 at 6pm in 2405 Siebel Center. ECS resume deadline: before midnight on Wednesday, September 28th. Visit us at jumptrading.com. "
"Wednesday, September 28, 2011",10:00 am,Siebel Center Atrium,Zynga @ Siebel Center,"Join Zynga from 10 am to 2 pm in the Siebel Center Atrium for free food and Zynga swag, and learn more about the full time and internship opportunities at Zynga! Bring your resume, because Zynga will be interviewing on Thursday and Friday! Don't forget about the Engineer in Residence program with Luke Rajlic, former CTO of Farmville at Zynga, on Thursday at 6 in 2405! Challenging work. Fun environment. Great opportunities.   "
"Thursday, September 29, 2011",6:00 pm,2405 Siebel Center,"EIR with CS@ILLINOIS alum Luke Rajlich (CTO, Farmville at Zynga)","Join CS@ILLINOIS for an Engineer in Residence presentation featuring CS alum Luke Rajlich on Thursday, September 29th in 2405 from 6:00-7:00pm. Luke Rajlich was one of the co-founders of MyMiniLife. MyMiniLife allows users to express their physical life on the web by creating virtual homes. Luke co-created the popular Facebook game Farmville from MyMiniLife technology. Farmville has 80 million monthly active users and won best social games at DICE, GDC, and the crunchies. Luke was previously the Chief Technology Officer of Farmville at Zynga, and was named a runner-up for Fortune magazine’s smartest people in technology. Register at http://go.cs.illinois.edu/LukeRajlichEIR  Pizza and pop will be provided.  "
"Wednesday, October 05, 2011",9:30 am  10:45 am,2407 Siebel Center,About Milibo and About eBay,"Milibo Founder and President, Sridhar Ramakrishnan, is presenting an opportunity to learn about Milibo during a visit hosted by Professor Wen-mei Hwu. Come and learn more about company known as ‘The Trusted Talent Network’. Along with Milibo, there will also be a presentation by the eBay team of professionals lead by Sri Shivananda, Vice President of Platform Engineering for eBay. Learn about eBay from a group of high level professionals in the company."
"Wednesday, October 05, 2011",6:00 pm,2405 Siebel Center,Twitter - Engineering for Real-Time,"TWITTER IS COMING TO UIUC!As Twitter continues to grow, we are looking for new grad and intern engineers to join the team! Alums David Chen and Tao Tao will be coming to campus for a Tech Talk on Wednesday, October 5th, 2011. I would like to invite you to come and join us to learn more about Twitter - our growth, challenges, and opportunities!  Event Details:Come join us to learn more about the tough engineering problems we are solving at Twitter. Don't forget to BRING YOUR RESUMES, as we'll be raffling off t-shirts at the end of the Tech Talk. Also, food and refreshments will be served! Please visit the following site for our different opportunities: www.twitter.com/jobs/university Also, please feel free to contact me, Judy Cheong, at judy@twitter.com if you have any questions! Hope you'll be able to join us!"
"Thursday, October 06, 2011",6:00 pm,2405 Siebel Center,Bazaar Voice: Breaking The Rules of The Database,"BIO:Brian has worked in both the enterprise and SaaS software industries for the last eleven years. His experiences at Trilogy Software and Bazaarvoice have given him wide variety of experiences in spaces including big data, complex search, and high volume web applications. While he has worked extensively with traditional RDBMS systems, his team has also used Solr to build NoSQL based applications that are both maintainable and scalable. His team at Bazaarvoice uses this solution to provide real-time search and roll-up statistics spanning the hundreds of millions of pieces of user generated content that Bazaarvoice's clients have received over the past six years.They will be raffling a $200 Visa gift card. Free food and a raffle for a $200 Visa gift card "
"Friday, October 07, 2011",12:00 pm,2405 Siebel Center,Inside Windows Azure: Microsofts Cloud Operating System,"Lunch Will Be Provided Abstract: Mark Russinovich goes under the hood of Microsoft’s new cloud OS, giving an inside look at the architectural design of Windows Azure’s compute platform. Highlighting the ways Microsoft has solved cloud-scale problems and some of the challenges that remain, he’ll show Microsoft’s data center architecture, explain what goes on behind the scenes when Windows Azure deploys and updates applications and how Windows Azure monitors and responds to the health of machines, its own components and the apps it hosts. Bio: Dr. Mark Russinovich is a Technical Fellow in the Windows Azure group at Microsoft working on Microsoft’s datacenter operating system. He is a widely recognized expert in operating systems and distributed systems as well as computer security. Mark earned a Ph.D. in computer engineering from Carnegie Mellon University. Russinovich is the author of the recently published cyberthriller Zero Day, co-author of the Microsoft Press Windows Internals books, and co-author of the Sysinternals Administrator’s Reference. Russinovich joined Microsoft in 2006 when Microsoft acquired Winternals Software, the company he cofounded in 1996, as well as Sysinternals, where he still authors and publishes dozens of popular Windows administration and diagnostic utilities. He is a featured speaker at major industry conferences, including Microsoft's Tech•Ed, WinHEC, and Professional Developers Conference. Seating is limited so please register at http://go.cs.illinois.edu/russinovich ."
"Monday, October 10, 2011",4:00 pm,2405 Siebel Center,The Application Memory Wall Thoughts on the State of the Art in Garbage Collection,"Abstract:The original ""memory wall"" first predicted in the mid 1990's was supposed to have been hit by now, with applications stretching server capabilities to their limits. However, today's typical application instance only utilizes 5-10% of a modern server's capacity, and the percentage is dropping.In this session, I will discusses the ""Application Memory Wall"" and and the likely causes of an observed decade-long stagnation in application instance memory growth and consumption. I will analyze the key technical challenges that have led to the emergence of the Application Memory Wall, reviewing the relevant state of the art in garbage collection within managed runtimes in general, and in commercial Java Virtual Machines in particular.I will outline the main technical problem areas that need industry and academic attention and focus. I will then dive into the details of an actual collector (Azul's C4 garbage collector, http://dl.acm.org/citation.cfm?id=1993491) that addresses the identified set of problems, and show how such solutions can lead to a post-Wall era - an era in which applications will once again be free to productively and naturally consume the abundant compute resources available in modern servers. Bio:Gil Tene is CTO and co-founder of Azul Systems. He has been involved with virtual machine technologies for the past 20 years and has been building Java technology-based products since 1995. Gil pioneered Azul's Continuously Concurrent Compacting Collector (C4), Java Virtualization, Elastic Memory, and various managed runtime and systems stack technologies that combine to deliver the industry's most scalable and robust Java platforms. ""In 2006 he was named one of the Top 50 Agenda Setters in the technology industry by Silicon.com. Prior to co-founding Azul, Gil held key technology positions at Nortel Networks, Shasta Networks and at Check Point Software Technologies, where he delivered several industry-leading traffic management solutions including the industry's first Firewall-1 based security appliance. He architected operating systems for Stratus Computer, clustering solutions at Qualix/Legato, and served as an officer in the Israeli Navy Computer R and D unit. Gil holds a BSEE from The Technion Israel Institute of Technology, and has been awarded 24 patents in computer-related technologies.Related reading: http://dl.acm.org/citation.cfm?id=1993491G. Tene, B. Iyengar and M. WolfC4: The Continuously Concurrent Compacting CollectorIn Proceedings of the international symposium on Memory management, ISMM’11, ACM, pages 79-88 http://dl.acm.org/citation.cfm?id=1064988C. Click, G. Tene, and M. Wolf.The Pauseless GC algorithm.In Proceedings of the 1st ACM/USENIX International Conference on Virtual Execution Environments, VEE ’05, pages 46–56"
"Tuesday, October 11, 2011",10:00 am - 3:00 pm,Siebel Center Atrium,Interactive Intelligence Corporate Day,"Stop by for food, giveaways & have your resume reviewed.Intern & Full Time Positions WORK HARD, PLAY HARDCome join a team that works together, plays together and innovates with excellence beyond the competition. Apply at www.inin.com/careers "
"Tuesday, October 11, 2011",5:30 pm,2405 Siebel Center,Interactive Intelligence: Info Session/Dinner,"$200 Raffle Learn about this software, company's products, including Speech Analytics, and pick up some tips for getting the job of your dreams! Work Hard, Play HardCome join a team that works together, plays together, and innovates with excellence beyond the competition. Apply at www.inin.com/careers "
"Wednesday, October 12, 2011",6:00 pm,2405 Siebel Center,Indeed.com Coding Duel,Free Pizza!! Prizes!! 1st Prize: iPad 22nd Prize: Kindle3rd Prize: $50 Amazon Gift Card Top 5 winners will receive a second round invitation to interview with us in Austin! We are hiring for Software Developers and Software Developer Interns. Remember to bring your resume.
"Tuesday, October 18, 2011",12:00 pm,2405 Siebel Center,EIR with Michael Callahan,"Join CS@ILLINOIS for an Engineer in Residence presentation featuring IESE alum Michael Callahan on Tuesday, October 18th in 2405 from 12:00-1:00pm. Michael Callahan is a mobile innovator determined to change the world. He began inventing at age 5, tried to file his first patent at age 17, started his first company at 22, and made national headlines at 23. His goal is to enable all of the world's communication in order to empower people to change the world for the better. His first technology, a device called the Audeo, is being developed as the next generation of cell phone technology. The Audeo captures neurological information from the brain that it translates into speech. Callahan performed the world's first voiceless cell phone call in 2008 and was named Popular Science's Inventions of the Year. Marc Andreessen, founder of the first commercial Internet browser, Netscape, stated ""I have a feeling that someday, this may be up there with 'Come here, Watson, I need you.'"" During development of this technology, he began creating another way to enable communication, called One. One is a mobile application that lets you know when there are people around you that share your interests. With One, Callahan hopes to connect the people of the world around the things they love. Michael Callahan graduated with a BS, and MS in Systems and Entrepreneurial Engineering from University of Illinois Urbana-Champaign. He was named most promising technology entrepreneur by the college of Engineering, Student of the Year by EE Times, and the first student from the University of Illinois to be awarded by the prestigious MIT-Lemelson Foundation for Outstanding Innovation. His work has been licensed by multiple Fortune 100 companies as well as featured on CNN, Popular Science, and Wired Magazine. Register at http://go.cs.illinois.edu/MichaelCallahanEIR Pizza and pop will be provided. Meet with Michael one-on-one to learn more about technology entrepreneurship on October 18th. RSVP for a time at http://go.cs.illinois.edu/MichaelCallahanOfficeHours"
"Tuesday, October 18, 2011",4:00 - 6:00 pm,2021 S. First Street - Research Park,HACK U! - Yahoo! Champaign Open House,"Stop by the Yahoo! Champaign Open House to network and mingle with Yahoo! engineers, learn about Hadoop and other Yahoo! technologies, and enjoy tasty dinner from Biaggi's Italian Restaurant! Shuttle bus will pick up and return students to the Siebel Center every 20 minutes. Pick up will be on the west side of the bulding on Mathews - look for the sign. Win an iPad in the door raffle! Bring your resume. Win cool prizes in the minute-to-win-it games! See you there."
"Wednesday, October 19, 2011",12:00 - 2:00 pm,"1st Floor Atrium, Siebel Center",HACK U! Promo Booth,HACK U! Promotion event. Cookies and candy will be available!
"Wednesday, October 19, 2011",6:00 pm,Siebel Center 2405,Hack U! Kickoff Dinner & Talk,"Learn everything you need to know to participate in the hacking competition. Plus get in on Hack examples, code sample and tips, raffle, T-shifts and dinner!"
"Thursday, October 20, 2011",12:00 - 1:00 pm,Siebel Center 2405,Yahoo: RMX and the Technology that Powers It,"Yahoo's Right Media operates the first and largest digital advertising exchange platform, which has helped fuel the industry's drive for efficiency and profitability that is essential to digital advertising. The platform extends the reach of thousands of advertisers and publishers by allowing dynamic relationships to form within the exchange. From cutting edge ad servers that process thousands of transactions per second to a large-scale Hadoop cluster that handles 20 billion events each day from around the world, the technology that powers the Right Media exchange platform is built to handle the changing customer needs and enormous scale of data. Come and hear details about how Yahoo's innovative technology works to help advertisers and publishers across the web. Dr. Xuhui Shao is the VP of Engineering of Yahoo!’s User Data Analytics, and as such he leads an experienced engineering team on the production, processing, analysis and modeling of big data that powers the vast Yahoo! web properties, digital apps and the world largest online advertising ecosystem. Before joining Yahoo!, Xuhui has spent 12 years leading research and development in computational intelligence, big data systems and software engineering for Fortune 100 companies in various industries from banking, finance, online retailing, healthcare, insurance, marketing, and online advertising. Most recently, he was the CTO of Turn, an online advertising technology company. He earned his bachelor's and master's of science degrees from Tsinghua University, Beijing, and his Ph.D. in electrical engineering from the University of Minnesota.Xuhui Shao VP of Engineering, Yahoo!’s User Data Analytics"
"Thursday, October 20, 2011",5:00 pm,Siebel Center 2405,HACK U! Competition Begins!,"Let the hacking begin! Ongoing talks, food, music, games, raffle prizes and fun throughout the day/night in central base camp area. Dinner will be served at 6 pm and late night pizza at 11 pm. Register at http://go.cs.illinois.edu/HackU."
"Friday, October 21, 2011",5:00 pm,Siebel Center 2405,"HACK Demos, Judging and Awards","Time to show off your Hack for a chance to win iPads, $100 Visa gift certificates, and Yahoo! swag bags. Remote support will be provided at irc.freenode.net/hacku. You can hack remotely, but must submit on the Hack U website before the deadline and be present at the demos to win. For more details, developer tools, examples of past universtiy hacks and more visit: developer.yahoo.com/hacku."
"Monday, October 24, 2011",4:00 pm,2405 Siebel Center,Defending Against Client Compromises in Client-Server Applications,"Abstract: We present new methods for defending against client compromises in two client-server application scenarios. First, we consider online games, in which a client ""compromise"" reflects the unauthorized manipulation of the game client by the user himself, in order to cheat in the game. To address this threat, we develop a new cheat-detection method with which the server can validate that the messages received from the game client are consistent with the sanctioned client software. Second, we consider a user entering private information to a trusted web server, via a client computer that might be compromised by malware. To address this threat, we leverage trusted computing technology in a novel way to ferry the user's private inputs to the remote server while ensuring that malware cannot capture it. This latter technology has usability implications, and we report the results of a three-month user study to evaluate these implications. Bio:Michael Reiter is the Lawrence M. Slifkin Distinguished Professor in the Department of Computer Science at the University of North Carolina at Chapel Hill (UNC). He received the B.S. degree in mathematical sciences from UNC in 1989, and the M.S. and Ph.D. degrees in Computer Science from Cornell University in 1991 and 1993, respectively. He joined AT&T Bell Labs in 1993 and became a founding member of AT&T Labs – Research when NCR and Lucent Technologies (including Bell Labs) were split away from AT&T in 1996. He then returned to Bell Labs in 1998 as Director of Secure Systems Research. In 2001, he joined Carnegie Mellon University as a Professor of Electrical & Computer Engineering and Computer Science, where he was also the founding Technical Director of CyLab. He joined the faculty at UNC in 2007. Dr. Reiter's research interests include all areas of computer and communications security and distributed computing. He regularly publishes and serves on conference organizing committees in these fields, and has served as program chair for the flagship computer security conferences of the IEEE, the ACM, and the Internet Society. He presently serves on the editorial board of Communications of the ACM, and he has previously served as Editor-in-Chief of ACM Transactions on Information and System Security and on the editorial boards of IEEE Transactions on Software Engineering, IEEE Transactions on Dependable and Secure Computing, and the International Journal of Information Security. He presently serves on the Emerging Technology and Research Advisory Committee for the United States Department of Commerce.  "
"Wednesday, October 26, 2011",6:00 pm,2405 Siebel Center,Groupon,"Come join us for a discussion on the engineering process atGroupon!  Hear from a developer, a project manager and a VP of engineeringabout why Groupon is a great place for CS graduates.And since everyone loves free food and sweet swag like Groupontube socks, we’ll have that as well!All CS & Engineering Students Welcome"
"Thursday, October 27, 2011",1:00 pm,2405 Siebel Center,Content Optimization and Recommendation at Yahoo!,"Abstract:Recommending engaging content to users is important for the success of a digital media company like Yahoo!. Traditionally, content has been primarily programmed by humans. Algorithmically optimizing content is an attractive strategy; however, it presents several interesting challenges. For example, the content pool can be dynamic: the pool is ever-changing, the popularity of each item varies over time, and items have short lifetimes. A good system needs to react quickly to deliver personally relevant content to millions of users with widely varying tastes. And often, there are multiple objectives that need to be optimized. In this talk, Pradeep will present an overview of key techniques that address some of the challenges in web content optimization. Specifically, he will start with explore-exploit methods that can efficiently identify popular items from a dynamic content pool. Next, he will describe a probabilistic matrix factorization framework that combines feature-based regression and matrix factorization to predict user's preferences of items effectively in both ""cold-start"" and ""warm-start"" situations. Finally, he will speak about how one can optimize for the different objectives that arise in such settings, and conclude with a few key scientific challenges. Bio:Pradheep Elango is an applied researcher at Yahoo! Labs interested in web data mining problems. He leads the recommendation science team in Yahoo! Labs, a team of applied scientists and engineers focused on statistical models and machine learning techniques for recommending personalized content on Yahoo! Pradheep and his collaborators have deployed algorithms that significantly improved engagement on various Yahoo! portals, including the Yahoo Frontpage. He has also co-authored publications in this area, one of which was awarded the best paper at ICDM."
"Thursday, October 27, 2011",3:30 pm,3403 Siebel Center,Networking in the Long Emergency,"Abstract: When we design network protocols and networked systems, we do so with the contours of a specific future in mind. What happens if the future is radically different from the one we've been planning for? In this talk, I'll discuss how a big-picture view of energy might reshape the way we think about networking. Biography: Barath Raghavan is a researcher at the International Computer Science Institute (ICSI) in Berkeley, CA. He received his Ph.D. in Computer Science from UC San Diego in 2009 and his B.S. in EECS from UC Berkeley in 2002. He received the 2007 ACM SIGCOMM best paper award, the GreenNets 2011 best paper award, and a 2004 NSF graduate research fellowship. Barath's research interests include Internet architecture, energy, security, distributed systems, and applied cryptography."
"Monday, October 31, 2011",4:00 pm,2405 Siebel Center,DLS Talk: UNVALLEYING THE UNCANNY,"Abstract:In terms of aesthetics, CG character animation has become a victim of its own success. Twenty years ago, recreating human beings in virtual 3D space was a fantasy, a ""Holy Grail"" of computer animation. Today, that fantasy is a reality that surrounds us in films, games, and even TV commercials.  The modeling, animation and rendering of characters as photorealistic human substitutes has become almost commonplace in popular culture. But, an unintended side effect of this success is that audiences are largely alienated from, not attracted to, these characters. This seeming paradox is often called the ""Uncanny Valley"".  The Uncanny Valley is a consequence of a very basic but incredibly refined human acuity--perceiving honesty, or the lack of it, when we observe people. The photorealistic characters in many contemporary CG-animated films are not honest. They pretend to be real humans, but we can feel that they're not: their eyes don't move properly, their movements are slightly too fluid. We instinctively realize weíre being hoodwinked, and we stop trusting. In Chris' films Bingo, Ryan and The Spine, he's dangled his feet over the Uncanny Valley and sometimes fallen into it. From his experience in creating these films, he will be sharing my observations about realism, believability, empathy and trust in CG character animation. Bio:Chris received an MS in Theoretical and Applied Mechanics from the University of Illinois in 1986; but before long, the siren call of Art beckoned. So in 1989, Chris studied Computer Animation under Prof. Donna Cox, at the National Center for Supercomputing Applications (NCSA). This period of time doomed Chris to a lifetime obsession with this field. In 1994, Chris joined Alias Inc. (now Autodesk Inc.), as an in-house artist.  Chris's filmmaking work during this time was one of the driving forces in developing the animation platform Maya. Chris animated two short films, the end in 1995, and Bingo in 1998. the end earned an Academy Award nomination for Best Animated Short Film, in 1996.  Bingo received the Canadian Genie Award in 1999.In 2004, Chris released Ryan, a short animated documentary. Ryan tells the story of his friend, Ryan Larkin, by using a strange combination of CG photorealism and metaphorical psychic flourishes (Chris calls this approach “Psychorealism”). Ryan received the 2005 Academy Award for Best Animated Short Film, and over 60 other international awards. In 2009, Chris released The Spine, an unsettling exploration of a troubled marriage of two people in their mid-50's, and choices which are both tragic and redemptive. One of Chris's primary passions is the study of the human face, and how it can be animated. He is an expert in facial anatomy and Paul Ekman's Facial Action Coding System, used by animation studios worldwide. He has taught programs in Facial Animation at Seneca College, the University of Toronto, TRUEMAX Academy in Denmark, and Dreamworks Animation in California.In April 2011, Chris received a Guggenheim Fellowship for his animated filmmaking, and for development of his upcoming short film, Subconscious Password."
"Wednesday, November 02, 2011",5:30 pm,2405 Siebel Center,eHarmony: Matchmaking in the Cloud," Learn how eHarmony uses cloud computing to power its matching algorithmsLearn how eHarmony uses the latest technologies to solve some of the largest technical problems today. Pizza & Soda will be served We're hiring! Come hear about our Software Engineering jobs for graduating BS, MS or PhD students in Computer Science: Java Engineers Machine Learning Engineers WEBSITE: http://jobs.eharmony.comEMAIL: recruiting@eharmony.com"
"Thursday, November 03, 2011",5:00 pm,2405 Siebel Center,EIR with Illinois Alumnus Alex Bratton (CEO of Lextech),"Join CS and ECE for an Engineer in Residence presentation featuring ECE alumnus Alex Bratton on Thursday, November 3rd in room 2405 Siebel Center from 5:00-6:00pm. Alex Bratton is a technology visionary and serial entrepreneur motivated by his passion for implementing technology in new ways. He specializes in identifying unique business opportunities by forecasting the impact of new technologies, and then applies that knowledge to create revenue generating companies, products, and systems. Alex currently serves as CEO for two Chicago area technology companies, Lextech Global Services and Lextech Labs. Lextech Global Services is a leading developer of mobile applications with serious business value, and Lextech Labs is an award-winning mobile video surveillance solution provider. He also recently founded a third organization, Serious Apps, which will develop game-changing mobile software products. Alex founded 9 other companies before founding Lextech Global Services, Lextech Labs and Serious Apps. From a control system for a stabilized rocket launching platform to an online magazine publishing system to a medical entry iPhone app, Alex has guided the creation of countless cutting edge systems. He has provided business and technology strategy, systems architecture and technology execution expertise for 100+ companies. Alex received his BS degree in Computer Engineering from the University of Illinois. While there he worked at the National Center for Supercomputing Applications developing network and collaboration applications on the same team that would, 2 years later, create the Mosaic web browser. Register at http://go.cs.illinois.edu/AlexBrattonEIR Pizza and pop will be provided."
"Thursday, November 03, 2011",7:00 pm,2405 Siebel Center,Microsoft's Big App on Campus: We're kicking off a brand new Nation-wide competition that challenges students to Be What's Next!,"Windows Phone presents:The Big App on Campus College ContestLearn It. Build It. Cash It In. Learn It. Attend the info session to meet Windows Phone developers and learn how you can take advantage of the free development tools Microsoft offers with Dreamspark to build a Windows Phone App.Build It Download our free development tools and get to work! Cash it In Then, enter it into the Big App on Campus Contest for the chance to win great prizes and have your App entered into the Windows Phone marketplace!"
"Monday, November 07, 2011",4:00 pm,2405 Siebel Center,DLS Talk: Deterministic Replay and Its Uses," Bio: Peter M. Chen is an Arthur F. Thurnau Professor in the Department of Electrical Engineering and Computer Science at the University of Michigan. He is an ACM and IEEE Fellow and currently serves as the Editor-in-Chief of ACM Transactions on Computer Systems. In 2007, he received the ACM SIGOPS Mark Weiser Award ""for creativity and innovation in operating systems research"". His research interests include operating systems, computer security, and fault-tolerant computing. He is currently investigating how to improve software reliability for multi-core computers and how to build low-cost computers for developing regions. He regularly teaches a senior course on operating systems and a first-year course on computer engineering. Abstract: Deterministic replay is a powerful tool in computer systems that has attracted much research in recent years. In this talk, I show how deterministic replay can be used to improve computer systems, and I describe why providing deterministic replay on multiprocessors is challenging yet possible. I also describe a new technique, uni-parallelism, that was invented during our quest to provide efficient deterministic replay."
"Wednesday, November 16, 2011",6:30 pm,"First Floor Atrium, Siebel Center",Microsoft Women in Tech Event!,"See cool TECH DEMOS, NETWORK with Microsoft engineers & former interns, participate in a candid Q&A DISCUSSION, play GAMES, win raffle prizes, and more! Bring your resume"
"Wednesday, November 16, 2011",6:30 pm,2405 Siebel Center,Google: Development Competition 2011,"Have an innovative idea that can't be implemented overnight? In contrast with a traditional hackathon, take two months to plan and perfect the next big thing! Visit http://goo.gl/GrzX2 for registration and more information."
"Monday, December 05, 2011",4:00 pm,2405 Siebel Center,Colloquia Talk: The Computing Community Consortium (CCC),"Bio: Erwin Gianchandani is the director of the NSF-funded Computing Community Consortium (CCC) and Computing Innovation Fellows (CIFellows) Project within the Computing Research Association (CRA). Before joining CRA, he was an AAAS Science and Technology Policy Fellow at NSF, where he worked on NSF's Smart Health and Wellbeing initiative. Previously, he was Director of Innovation Networking at the University of Virginia, reporting to the university’s Vice President for Research. Dr. Gianchandani's research interests include developing novel computational systems biology approaches for reconstructing and analyzing intracellular biochemical reaction networks, with the goal of improving understanding of mechanisms underlying fundamental diseases. Dr. Gianchandani has co-authored over a dozen peer-reviewed research publications and been involved with multiple patent disclosures and Federal research grants. He holds a Ph.D. in biomedical engineering, a M.S. in biomedical engineering, and a B.S. in computer science from the University of Virginia. To contact him, e-mail erwin [at] cra.org. Abstract: The Computing Community Consortium (CCC) was established in 2006 through a multi-year cooperative agreement between the Computing Research Association (CRA) -- which represents the interests of over 220 North American computer science (and related) academic departments and industrial research labs -- and the National Science Foundation (NSF). As a standing committee of CRA, the CCC provides a voice for the national computing research community. It catalyzes and empowers the community to identify audacious, high-impact research directions, and communicates these to key stakeholders such as officials at Federal funding agencies. For instance, the CCC recently articulated visions for future research in robotics, resulting in a $70 million National Robotics Initiative (NRI). This talk introduces the CCC (and CRA more broadly), describes ongoing activities and programs, and details ways in which the computing research community can become involved."
"Monday, January 23, 2012",12:00 pm,3401 Siebel Center,Health Informatics of Measuring Data for Population Health: Health Determinants and New Technologies,"Bio:Bruce Schatz is Head of Medical Information Science, College of Medicine, and Professor, Department of Computer Science Abstract:Healthcare is the economic crisis of our time, there is no viable infrastructure for health systems. At the core is a fundamental lack of actionable data, it is not possible today to accurately predict which persons have which outcomes. A new health system with better health management will require better health measurement, which will enable higher quality at lower cost. It is feasible to use new technologies to provide rich datasets necessary for adequate measurement, which can enable predictive modeling for improving practical healthcare by clustering persons into population cohorts for effective management. This talk is based upon the recent book by the speaker on Healthcare Infrastructure: Health Systems for Individuals and Populations, which is also the basis of his course CS416 Health Informatics. This book can be read for free with UIUC login at http://www.springerlink.com/content/978-0-85729-452-4 . A variant was given at the recent NSF Workshop on Measuring Data for Population Health, which he organized to plan future initiatives for the NSF SmartHealth and the NIH mHealth programs. The talk focuses upon Health Determinants, which problems of medicine should be measured with which features, and New Technologies, which solutions of engineering should be developed and deployed to measure and manage these features. Particular emphasis is placed upon scalable technologies from internet services, using mobile devices to measure everyday life. Examples are given from research prototypes, with research directions for informatics students."
